Record_ID,Equipment_ID,Equipment_Type,Site,Month,Day_of_Week,Weather,Rental_Days,Engine_Hours,Idle_Hours,Current_Rentals,Available_Equipment,Previous_Demand,Predicted_Demand
4225,EQX1225,Excavator,Mysuru Township,October,Sunday,Sunny,17,174,37,30,47,34,38
4226,EQX1226,Backhoe Loader,Kochi Harbor,July,Tuesday,Stormy,10,84,48,36,39,38,47
4227,EQX1227,Crane,Kolkata Dock,December,Thursday,Foggy,5,62,4,75,48,77,81
4228,EQX1228,Dump Truck,Vizag Port,July,Wednesday,Rainy,16,122,12,111,17,123,143
4229,EQX1229,Excavator,Coimbatore Plant,July,Wednesday,Cloudy,2,27,50,59,14,51,66
4230,EQX1230,Excavator,Vizag Port,February,Wednesday,Cloudy,3,36,22,37,58,44,44
4231,EQX1231,Grader,Ahmedabad SEZ,July,Tuesday,Rainy,6,88,65,58,13,71,85
4232,EQX1232,Wheel Loader,Bengaluru Airport,June,Monday,Cloudy,10,88,36,51,53,58,67
4233,EQX1233,Backhoe Loader,Jaipur Smart City,April,Wednesday,Hot,30,212,0,18,31,13,18
4234,EQX1234,Backhoe Loader,Bhopal Quarry,May,Saturday,Hot,21,173,0,85,37,87,100
4235,EQX1235,Backhoe Loader,Ahmedabad SEZ,March,Monday,Cloudy,8,83,38,14,12,18,17
4236,EQX1236,Bulldozer,Bhopal Quarry,July,Tuesday,Stormy,21,215,11,89,26,83,99
4237,EQX1237,Dump Truck,Indore Logistics,March,Friday,Cloudy,24,178,3,88,60,92,97
4238,EQX1238,Dump Truck,Mysuru Township,June,Thursday,Sunny,26,167,4,114,2,100,124
4239,EQX1239,Crane,Kolkata Dock,February,Thursday,Cloudy,21,151,46,33,56,26,25
4240,EQX1240,Grader,Bengaluru Airport,November,Tuesday,Sunny,11,116,10,38,22,46,53
4241,EQX1241,Bulldozer,Goa Port,January,Tuesday,Cloudy,3,29,48,43,59,58,57
4242,EQX1242,Dump Truck,Ahmedabad SEZ,September,Wednesday,Sunny,6,54,0,109,42,96,115
4243,EQX1243,Roller,Surat Industrial,January,Thursday,Foggy,24,282,25,19,48,5,3
4244,EQX1244,Roller,Indore Logistics,April,Sunday,Cloudy,30,259,0,117,53,106,120
4245,EQX1245,Bulldozer,Patna Bridge,September,Monday,Rainy,23,254,26,48,2,46,54
4246,EQX1246,Backhoe Loader,Kolkata Dock,August,Monday,Rainy,19,117,0,120,12,115,135
4247,EQX1247,Grader,Hyderabad Ring Road,December,Thursday,Sunny,14,84,18,102,5,92,106
4248,EQX1248,Grader,Kochi Harbor,September,Tuesday,Sunny,14,184,15,86,10,74,92
4249,EQX1249,Excavator,Hyderabad Ring Road,September,Monday,Rainy,9,121,61,42,11,38,44
4250,EQX1250,Dump Truck,Ahmedabad SEZ,October,Tuesday,Cloudy,20,220,37,69,58,62,64
4251,EQX1251,Excavator,Hyderabad Ring Road,January,Monday,Cloudy,10,68,24,22,18,19,19
4252,EQX1252,Dump Truck,Coimbatore Plant,April,Friday,Hot,8,105,46,13,47,9,11
4253,EQX1253,Crane,Patna Bridge,March,Thursday,Cloudy,23,295,11,63,22,69,73
4254,EQX1254,Roller,Patna Bridge,April,Thursday,Hot,17,137,12,8,23,5,9
4255,EQX1255,Dump Truck,Patna Bridge,October,Thursday,Cloudy,21,216,28,61,29,46,49
4256,EQX1256,Backhoe Loader,Pune Highway,December,Saturday,Cloudy,2,34,25,82,19,90,96
4257,EQX1257,Bulldozer,Nagpur Mine,June,Sunday,Rainy,27,331,45,12,17,7,13
4258,EQX1258,Roller,Vizag Port,December,Saturday,Sunny,17,160,53,85,28,89,99
4259,EQX1259,Roller,Chennai Metro,July,Thursday,Cloudy,28,293,0,50,21,56,71
4260,EQX1260,Roller,Lucknow Expressway,January,Friday,Foggy,28,193,0,16,5,5,6
4261,EQX1261,Backhoe Loader,Coimbatore Plant,March,Monday,Cloudy,22,166,17,112,43,106,114
4262,EQX1262,Excavator,Kolkata Dock,March,Saturday,Cloudy,19,153,45,49,52,53,53
4263,EQX1263,Wheel Loader,Kolkata Dock,June,Sunday,Cloudy,8,69,27,87,17,87,102
4264,EQX1264,Dump Truck,Lucknow Expressway,December,Sunday,Cloudy,2,38,51,92,25,101,107
4265,EQX1265,Crane,Bhopal Quarry,August,Saturday,Rainy,29,356,42,108,49,118,134
4266,EQX1266,Crane,Vizag Port,December,Friday,Cloudy,11,71,10,47,54,55,56
4267,EQX1267,Backhoe Loader,Mysuru Township,July,Wednesday,Stormy,28,309,0,89,33,99,115
4268,EQX1268,Grader,Mysuru Township,March,Sunday,Cloudy,25,280,10,77,45,86,91
4269,EQX1269,Roller,Delhi NCR,June,Friday,Rainy,26,272,37,37,45,49,56
4270,EQX1270,Excavator,Mumbai Port,March,Monday,Sunny,22,230,12,9,30,5,9
4271,EQX1271,Backhoe Loader,Mysuru Township,February,Saturday,Cloudy,23,142,13,23,28,26,26
4272,EQX1272,Crane,Mumbai Port,August,Saturday,Cloudy,27,314,16,13,47,5,13
4273,EQX1273,Dump Truck,Mumbai Port,July,Tuesday,Cloudy,11,96,25,58,6,52,68
4274,EQX1274,Roller,Chennai Metro,December,Sunday,Sunny,9,70,36,23,3,20,26
4275,EQX1275,Wheel Loader,Surat Industrial,April,Thursday,Hot,3,34,60,72,33,63,71
4276,EQX1276,Grader,Ahmedabad SEZ,September,Friday,Cloudy,29,251,0,89,15,96,110
4277,EQX1277,Excavator,Patna Bridge,May,Sunday,Sunny,3,29,46,11,17,5,15
4278,EQX1278,Wheel Loader,Kolkata Dock,January,Thursday,Cloudy,10,82,57,88,21,80,86
4279,EQX1279,Roller,Coimbatore Plant,January,Friday,Cloudy,22,152,3,16,16,16,16
4280,EQX1280,Excavator,Hyderabad Ring Road,December,Thursday,Sunny,2,27,51,67,48,75,82
4281,EQX1281,Dump Truck,Indore Logistics,August,Wednesday,Cloudy,8,109,35,102,31,99,116
4282,EQX1282,Crane,Lucknow Expressway,June,Friday,Cloudy,20,126,12,120,34,108,125
4283,EQX1283,Crane,Delhi NCR,December,Tuesday,Foggy,12,167,2,18,59,5,3
4284,EQX1284,Roller,Mysuru Township,October,Friday,Sunny,11,94,19,110,5,112,127
4285,EQX1285,Grader,Mumbai Port,April,Monday,Cloudy,7,79,19,51,45,59,66
4286,EQX1286,Backhoe Loader,Lucknow Expressway,November,Thursday,Foggy,11,146,0,64,3,53,59
4287,EQX1287,Backhoe Loader,Vizag Port,January,Saturday,Foggy,26,325,0,54,30,48,51
4288,EQX1288,Bulldozer,Pune Highway,June,Thursday,Sunny,24,297,15,109,34,109,130
4289,EQX1289,Grader,Jaipur Smart City,February,Saturday,Cloudy,18,149,14,89,10,88,95
4290,EQX1290,Dump Truck,Coimbatore Plant,April,Thursday,Sunny,19,153,36,77,22,88,103
4291,EQX1291,Grader,Bengaluru Airport,June,Thursday,Rainy,6,65,40,69,41,60,70
4292,EQX1292,Dump Truck,Kolkata Dock,February,Friday,Sunny,18,143,15,72,51,74,83
4293,EQX1293,Bulldozer,Patna Bridge,October,Saturday,Cloudy,12,84,30,84,39,71,76
4294,EQX1294,Backhoe Loader,Jaipur Smart City,June,Friday,Cloudy,10,98,31,23,17,34,42
4295,EQX1295,Excavator,Hyderabad Ring Road,January,Saturday,Foggy,12,93,7,117,58,129,137
4296,EQX1296,Roller,Lucknow Expressway,August,Sunday,Cloudy,9,81,0,69,39,69,83
4297,EQX1297,Dump Truck,Bengaluru Airport,October,Friday,Cloudy,4,53,44,62,4,70,74
4298,EQX1298,Wheel Loader,Vizag Port,July,Friday,Stormy,25,285,0,100,10,114,132
4299,EQX1299,Excavator,Jaipur Smart City,January,Sunday,Cloudy,22,146,39,120,47,106,114
4300,EQX1300,Dump Truck,Surat Industrial,April,Saturday,Hot,2,29,11,57,8,49,58
4301,EQX1301,Backhoe Loader,Bhopal Quarry,January,Wednesday,Cloudy,19,194,0,54,58,47,49
4302,EQX1302,Dump Truck,Bhopal Quarry,June,Saturday,Rainy,12,116,10,96,34,103,117
4303,EQX1303,Wheel Loader,Bhopal Quarry,March,Thursday,Cloudy,22,230,0,50,45,36,38
4304,EQX1304,Roller,Hyderabad Ring Road,September,Wednesday,Sunny,12,119,47,19,46,14,23
4305,EQX1305,Roller,Hyderabad Ring Road,November,Monday,Cloudy,28,265,43,79,59,73,76
4306,EQX1306,Wheel Loader,Mumbai Port,July,Wednesday,Cloudy,13,117,0,48,38,61,75
4307,EQX1307,Crane,Pune Highway,February,Tuesday,Cloudy,28,175,0,80,23,78,84
4308,EQX1308,Grader,Kolkata Dock,March,Thursday,Cloudy,30,196,0,52,27,56,59
4309,EQX1309,Bulldozer,Hyderabad Ring Road,October,Sunday,Sunny,5,77,49,120,38,119,132
4310,EQX1310,Backhoe Loader,Ahmedabad SEZ,September,Sunday,Sunny,19,188,19,72,32,75,91
4311,EQX1311,Roller,Hyderabad Ring Road,December,Saturday,Sunny,19,178,0,49,12,49,58
4312,EQX1312,Excavator,Ahmedabad SEZ,May,Friday,Sunny,19,233,4,102,24,113,133
4313,EQX1313,Bulldozer,Vizag Port,July,Friday,Stormy,8,51,9,66,20,63,77
4314,EQX1314,Excavator,Ahmedabad SEZ,February,Sunday,Cloudy,7,66,4,78,54,79,83
4315,EQX1315,Roller,Chennai Metro,April,Monday,Hot,27,281,17,33,53,30,35
4316,EQX1316,Roller,Delhi NCR,March,Saturday,Sunny,1,15,43,58,32,49,56
4317,EQX1317,Crane,Kolkata Dock,August,Friday,Cloudy,13,153,24,26,51,30,39
4318,EQX1318,Backhoe Loader,Jaipur Smart City,February,Tuesday,Sunny,29,196,0,32,56,40,45
4319,EQX1319,Dump Truck,Delhi NCR,April,Wednesday,Sunny,25,184,42,27,47,26,35
4320,EQX1320,Roller,Lucknow Expressway,April,Thursday,Cloudy,5,78,24,105,23,116,129
4321,EQX1321,Bulldozer,Chennai Metro,February,Sunday,Sunny,8,113,0,92,55,90,101
4322,EQX1322,Crane,Surat Industrial,September,Saturday,Sunny,5,57,66,47,14,61,74
4323,EQX1323,Bulldozer,Pune Highway,December,Friday,Sunny,21,163,0,64,33,74,83
4324,EQX1324,Excavator,Ahmedabad SEZ,April,Friday,Cloudy,14,138,15,55,43,63,70
4325,EQX1325,Backhoe Loader,Goa Port,August,Friday,Rainy,3,40,17,58,56,53,64
4326,EQX1326,Backhoe Loader,Delhi NCR,June,Saturday,Rainy,7,92,0,96,13,102,117
4327,EQX1327,Backhoe Loader,Bhopal Quarry,January,Saturday,Sunny,12,95,13,90,49,78,89
4328,EQX1328,Wheel Loader,Lucknow Expressway,March,Thursday,Cloudy,5,82,52,93,23,91,97
4329,EQX1329,Bulldozer,Bengaluru Airport,October,Friday,Cloudy,27,349,4,11,25,8,7
4330,EQX1330,Dump Truck,Indore Logistics,September,Sunday,Cloudy,26,160,24,47,11,41,50
4331,EQX1331,Backhoe Loader,Hyderabad Ring Road,September,Tuesday,Sunny,17,141,47,35,34,36,47
4332,EQX1332,Excavator,Lucknow Expressway,December,Wednesday,Sunny,4,50,55,61,33,59,66
4333,EQX1333,Bulldozer,Hyderabad Ring Road,April,Tuesday,Hot,14,179,42,57,55,53,59
4334,EQX1334,Grader,Pune Highway,March,Friday,Cloudy,27,290,14,89,19,96,103
4335,EQX1335,Excavator,Kochi Harbor,March,Saturday,Cloudy,28,242,9,29,44,41,41
4336,EQX1336,Backhoe Loader,Indore Logistics,December,Saturday,Foggy,16,217,36,115,27,102,111
4337,EQX1337,Wheel Loader,Surat Industrial,September,Monday,Sunny,11,131,0,104,49,119,137
4338,EQX1338,Bulldozer,Patna Bridge,December,Tuesday,Foggy,12,144,44,70,14,59,63
4339,EQX1339,Crane,Ahmedabad SEZ,October,Thursday,Sunny,26,159,10,16,11,21,26
4340,EQX1340,Excavator,Pune Highway,July,Friday,Stormy,18,226,11,57,4,64,78
4341,EQX1341,Dump Truck,Indore Logistics,September,Tuesday,Cloudy,5,51,12,8,59,20,23
4342,EQX1342,Wheel Loader,Pune Highway,September,Thursday,Sunny,3,21,51,55,56,55,67
4343,EQX1343,Wheel Loader,Chennai Metro,August,Friday,Rainy,7,91,21,42,51,35,45
4344,EQX1344,Wheel Loader,Surat Industrial,July,Monday,Stormy,16,110,0,79,42,86,100
4345,EQX1345,Crane,Lucknow Expressway,July,Thursday,Cloudy,16,201,8,80,28,80,98
4346,EQX1346,Excavator,Ahmedabad SEZ,June,Saturday,Cloudy,27,249,4,14,27,7,14
4347,EQX1347,Excavator,Nagpur Mine,October,Tuesday,Cloudy,14,160,54,68,49,83,85
4348,EQX1348,Excavator,Goa Port,June,Tuesday,Sunny,14,143,0,113,12,108,131
4349,EQX1349,Bulldozer,Surat Industrial,March,Friday,Sunny,27,247,13,39,33,48,54
4350,EQX1350,Excavator,Mysuru Township,November,Sunday,Sunny,11,111,28,6,56,5,6
4351,EQX1351,Backhoe Loader,Lucknow Expressway,July,Friday,Rainy,20,254,0,10,3,5,16
4352,EQX1352,Excavator,Delhi NCR,January,Sunday,Foggy,17,180,15,55,30,69,72
4353,EQX1353,Wheel Loader,Bhopal Quarry,November,Monday,Cloudy,10,82,19,109,38,114,122
4354,EQX1354,Backhoe Loader,Pune Highway,February,Tuesday,Sunny,19,200,29,68,6,69,79
4355,EQX1355,Grader,Chennai Metro,February,Sunday,Sunny,12,100,57,86,18,91,101
4356,EQX1356,Grader,Hyderabad Ring Road,June,Friday,Sunny,4,42,1,30,50,26,39
4357,EQX1357,Backhoe Loader,Mysuru Township,December,Wednesday,Sunny,10,91,26,13,54,5,7
4358,EQX1358,Dump Truck,Mumbai Port,October,Thursday,Sunny,25,304,6,76,36,83,93
4359,EQX1359,Roller,Surat Industrial,August,Friday,Cloudy,2,34,19,112,48,113,131
4360,EQX1360,Crane,Jaipur Smart City,February,Friday,Sunny,1,17,71,83,54,83,91
4361,EQX1361,Wheel Loader,Jaipur Smart City,September,Friday,Rainy,10,132,14,7,35,5,8
4362,EQX1362,Wheel Loader,Coimbatore Plant,July,Saturday,Rainy,23,294,3,86,41,98,115
4363,EQX1363,Dump Truck,Coimbatore Plant,December,Monday,Sunny,13,168,18,70,12,83,93
4364,EQX1364,Dump Truck,Jaipur Smart City,February,Sunday,Cloudy,18,125,23,20,16,12,12
4365,EQX1365,Bulldozer,Goa Port,February,Sunday,Cloudy,14,94,42,111,30,108,116
4366,EQX1366,Dump Truck,Mysuru Township,August,Sunday,Rainy,5,80,66,75,40,64,76
4367,EQX1367,Excavator,Vizag Port,April,Friday,Sunny,17,163,39,39,4,35,47
4368,EQX1368,Grader,Chennai Metro,April,Thursday,Cloudy,7,63,41,61,33,62,70
4369,EQX1369,Bulldozer,Nagpur Mine,October,Sunday,Sunny,25,265,0,53,22,48,57
4370,EQX1370,Dump Truck,Ahmedabad SEZ,February,Monday,Sunny,10,113,51,38,46,34,38
4371,EQX1371,Backhoe Loader,Indore Logistics,June,Sunday,Rainy,12,149,33,61,48,55,64
4372,EQX1372,Backhoe Loader,Kochi Harbor,November,Sunday,Foggy,5,70,12,97,28,102,109
4373,EQX1373,Excavator,Goa Port,December,Saturday,Sunny,12,96,1,109,9,104,119
4374,EQX1374,Roller,Mumbai Port,August,Wednesday,Rainy,18,227,0,45,31,43,54
4375,EQX1375,Roller,Kolkata Dock,August,Tuesday,Rainy,2,35,66,6,40,8,13
4376,EQX1376,Wheel Loader,Nagpur Mine,February,Wednesday,Sunny,14,134,0,27,50,27,32
4377,EQX1377,Roller,Jaipur Smart City,January,Sunday,Sunny,24,275,24,30,46,22,26
4378,EQX1378,Wheel Loader,Vizag Port,September,Wednesday,Sunny,8,83,38,22,19,31,42
4379,EQX1379,Dump Truck,Hyderabad Ring Road,January,Saturday,Foggy,11,142,49,114,35,129,137
4380,EQX1380,Grader,Kochi Harbor,July,Wednesday,Rainy,18,128,7,107,12,122,142
4381,EQX1381,Grader,Ahmedabad SEZ,August,Saturday,Rainy,4,60,45,103,12,110,127
4382,EQX1382,Roller,Nagpur Mine,October,Thursday,Cloudy,16,167,7,119,15,124,134
4383,EQX1383,Excavator,Kochi Harbor,April,Sunday,Cloudy,12,140,48,76,50,75,83
4384,EQX1384,Grader,Pune Highway,July,Tuesday,Cloudy,19,234,0,106,41,95,115
4385,EQX1385,Backhoe Loader,Mumbai Port,February,Thursday,Sunny,5,74,0,115,50,127,141
4386,EQX1386,Grader,Mysuru Township,June,Wednesday,Rainy,9,131,3,69,25,62,74
4387,EQX1387,Crane,Kochi Harbor,May,Tuesday,Sunny,20,150,48,119,35,132,152
4388,EQX1388,Bulldozer,Bengaluru Airport,May,Tuesday,Sunny,29,214,22,33,3,24,38
4389,EQX1389,Grader,Delhi NCR,July,Sunday,Stormy,11,130,0,44,30,47,58
4390,EQX1390,Roller,Pune Highway,June,Saturday,Cloudy,14,193,50,79,47,77,89
4391,EQX1391,Grader,Vizag Port,February,Tuesday,Sunny,25,300,21,12,35,10,13
4392,EQX1392,Roller,Ahmedabad SEZ,September,Saturday,Rainy,10,116,28,61,26,47,55
4393,EQX1393,Grader,Mysuru Township,April,Friday,Sunny,6,83,63,61,13,62,75
4394,EQX1394,Backhoe Loader,Delhi NCR,July,Sunday,Stormy,13,93,37,30,17,15,25
4395,EQX1395,Backhoe Loader,Pune Highway,July,Sunday,Rainy,16,135,34,119,11,120,141
4396,EQX1396,Excavator,Ahmedabad SEZ,April,Sunday,Sunny,10,101,55,110,53,104,120
4397,EQX1397,Dump Truck,Hyderabad Ring Road,May,Tuesday,Sunny,14,175,18,114,43,121,141
4398,EQX1398,Excavator,Bengaluru Airport,April,Thursday,Sunny,23,256,26,57,17,66,80
4399,EQX1399,Roller,Goa Port,March,Monday,Sunny,9,82,30,14,20,23,27
4400,EQX1400,Crane,Vizag Port,August,Saturday,Cloudy,6,71,3,102,55,90,107
4401,EQX1401,Excavator,Goa Port,September,Saturday,Rainy,14,85,34,98,51,96,107
4402,EQX1402,Excavator,Bengaluru Airport,December,Monday,Cloudy,6,84,0,42,28,45,47
4403,EQX1403,Bulldozer,Patna Bridge,August,Monday,Cloudy,22,182,43,111,42,115,132
4404,EQX1404,Roller,Nagpur Mine,March,Friday,Cloudy,3,31,46,85,33,87,92
4405,EQX1405,Backhoe Loader,Mumbai Port,June,Sunday,Cloudy,28,340,0,60,24,46,58
4406,EQX1406,Grader,Vizag Port,November,Wednesday,Cloudy,29,227,38,78,14,74,79
4407,EQX1407,Backhoe Loader,Hyderabad Ring Road,January,Tuesday,Foggy,26,176,0,92,31,101,108
4408,EQX1408,Crane,Mumbai Port,January,Sunday,Sunny,22,242,22,86,49,71,81
4409,EQX1409,Roller,Pune Highway,July,Sunday,Stormy,9,100,20,33,44,24,33
4410,EQX1410,Bulldozer,Nagpur Mine,August,Sunday,Rainy,15,174,25,50,18,58,70
4411,EQX1411,Bulldozer,Jaipur Smart City,March,Sunday,Sunny,25,318,0,25,2,36,43
4412,EQX1412,Grader,Kochi Harbor,September,Sunday,Sunny,3,49,20,11,34,14,23
4413,EQX1413,Crane,Indore Logistics,March,Thursday,Sunny,28,269,0,20,54,10,14
4414,EQX1414,Roller,Bengaluru Airport,March,Saturday,Cloudy,28,248,0,66,49,58,62
4415,EQX1415,Grader,Mumbai Port,May,Saturday,Sunny,29,299,1,11,17,22,34
4416,EQX1416,Grader,Coimbatore Plant,June,Tuesday,Rainy,16,147,34,109,11,119,135
4417,EQX1417,Wheel Loader,Jaipur Smart City,September,Wednesday,Rainy,2,45,27,66,43,63,71
4418,EQX1418,Backhoe Loader,Mysuru Township,April,Friday,Cloudy,19,156,52,101,24,109,121
4419,EQX1419,Excavator,Chennai Metro,April,Friday,Sunny,17,173,15,110,8,104,124
4420,EQX1420,Roller,Vizag Port,November,Wednesday,Sunny,19,210,46,45,53,30,35
4421,EQX1421,Excavator,Pune Highway,May,Tuesday,Hot,11,110,29,20,37,9,15
4422,EQX1422,Dump Truck,Pune Highway,August,Thursday,Rainy,2,21,59,37,20,30,39
4423,EQX1423,Wheel Loader,Hyderabad Ring Road,October,Monday,Sunny,16,111,16,114,47,99,112
4424,EQX1424,Wheel Loader,Kolkata Dock,December,Friday,Foggy,13,151,51,93,19,107,113
4425,EQX1425,Roller,Bhopal Quarry,June,Thursday,Sunny,25,190,12,104,19,108,130
4426,EQX1426,Roller,Indore Logistics,July,Wednesday,Rainy,5,47,43,98,5,107,126
4427,EQX1427,Dump Truck,Vizag Port,May,Friday,Sunny,1,13,68,5,14,5,14
4428,EQX1428,Wheel Loader,Vizag Port,September,Wednesday,Sunny,12,148,56,91,39,96,112
4429,EQX1429,Excavator,Mysuru Township,May,Thursday,Sunny,8,107,6,56,3,45,62
4430,EQX1430,Crane,Kolkata Dock,August,Friday,Cloudy,5,68,48,76,20,91,106
4431,EQX1431,Excavator,Pune Highway,April,Wednesday,Cloudy,14,110,46,71,6,70,80
4432,EQX1432,Grader,Mumbai Port,May,Friday,Sunny,11,92,38,118,19,108,129
4433,EQX1433,Wheel Loader,Chennai Metro,October,Tuesday,Sunny,7,94,38,35,40,31,36
4434,EQX1434,Roller,Kochi Harbor,January,Tuesday,Cloudy,12,89,59,112,31,125,132
4435,EQX1435,Backhoe Loader,Hyderabad Ring Road,December,Thursday,Sunny,3,43,59,111,48,105,116
4436,EQX1436,Crane,Delhi NCR,May,Wednesday,Hot,22,284,35,114,31,100,115
4437,EQX1437,Excavator,Indore Logistics,October,Thursday,Cloudy,18,127,21,51,54,61,62
4438,EQX1438,Crane,Indore Logistics,October,Tuesday,Cloudy,8,92,4,104,4,110,120
4439,EQX1439,Backhoe Loader,Bhopal Quarry,January,Saturday,Foggy,7,80,5,11,35,23,22
4440,EQX1440,Excavator,Bhopal Quarry,May,Thursday,Sunny,29,245,6,118,15,104,126
4441,EQX1441,Grader,Indore Logistics,February,Thursday,Cloudy,26,177,28,78,39,66,71
4442,EQX1442,Crane,Coimbatore Plant,September,Monday,Rainy,8,79,31,102,6,90,103
4443,EQX1443,Backhoe Loader,Indore Logistics,September,Wednesday,Rainy,18,211,39,19,11,16,21
4444,EQX1444,Dump Truck,Kochi Harbor,December,Sunday,Sunny,27,179,0,112,51,115,128
4445,EQX1445,Bulldozer,Kochi Harbor,March,Tuesday,Cloudy,20,237,45,51,60,56,56
4446,EQX1446,Backhoe Loader,Patna Bridge,October,Saturday,Sunny,29,261,38,42,8,50,57
4447,EQX1447,Crane,Lucknow Expressway,November,Saturday,Foggy,29,238,30,96,16,82,89
4448,EQX1448,Backhoe Loader,Surat Industrial,April,Thursday,Hot,7,58,34,52,38,49,56
4449,EQX1449,Excavator,Surat Industrial,August,Sunday,Rainy,25,258,7,75,47,89,102
4450,EQX1450,Bulldozer,Chennai Metro,May,Wednesday,Hot,1,29,33,9,52,8,12
4451,EQX1451,Roller,Mumbai Port,January,Sunday,Sunny,25,303,0,98,29,92,105
4452,EQX1452,Excavator,Coimbatore Plant,August,Friday,Cloudy,19,187,1,27,48,29,39
4453,EQX1453,Crane,Vizag Port,December,Thursday,Foggy,15,128,19,38,39,45,46
4454,EQX1454,Grader,Patna Bridge,June,Wednesday,Rainy,16,182,36,57,42,68,77
4455,EQX1455,Backhoe Loader,Goa Port,August,Saturday,Cloudy,29,362,42,94,44,109,124
4456,EQX1456,Wheel Loader,Hyderabad Ring Road,November,Saturday,Cloudy,30,202,11,29,39,37,37
4457,EQX1457,Grader,Mysuru Township,June,Wednesday,Sunny,2,37,61,63,9,65,82
4458,EQX1458,Wheel Loader,Chennai Metro,December,Monday,Foggy,25,278,35,42,16,49,51
4459,EQX1459,Backhoe Loader,Kolkata Dock,January,Monday,Sunny,13,157,0,42,9,33,41
4460,EQX1460,Roller,Bhopal Quarry,November,Monday,Cloudy,15,124,46,104,2,103,111
4461,EQX1461,Grader,Pune Highway,August,Sunday,Cloudy,15,141,26,6,28,18,26
4462,EQX1462,Backhoe Loader,Coimbatore Plant,March,Friday,Cloudy,19,228,0,93,20,84,92
4463,EQX1463,Bulldozer,Indore Logistics,August,Wednesday,Cloudy,13,96,43,9,11,17,26
4464,EQX1464,Backhoe Loader,Ahmedabad SEZ,April,Thursday,Sunny,21,165,0,45,34,39,51
4465,EQX1465,Backhoe Loader,Lucknow Expressway,August,Friday,Rainy,14,93,35,108,31,121,138
4466,EQX1466,Grader,Delhi NCR,November,Wednesday,Sunny,14,140,36,93,60,81,91
4467,EQX1467,Crane,Coimbatore Plant,January,Sunday,Cloudy,13,85,19,8,46,12,9
4468,EQX1468,Dump Truck,Vizag Port,April,Thursday,Sunny,5,84,2,109,54,116,134
4469,EQX1469,Roller,Ahmedabad SEZ,August,Saturday,Cloudy,11,108,0,46,16,54,67
4470,EQX1470,Grader,Pune Highway,May,Tuesday,Sunny,23,289,49,40,16,35,48
4471,EQX1471,Grader,Surat Industrial,September,Friday,Sunny,30,194,40,90,2,86,104
4472,EQX1472,Bulldozer,Bengaluru Airport,April,Sunday,Cloudy,11,106,12,19,16,16,21
4473,EQX1473,Dump Truck,Kochi Harbor,September,Thursday,Sunny,13,115,29,111,25,100,119
4474,EQX1474,Bulldozer,Chennai Metro,June,Monday,Rainy,15,113,29,90,25,90,103
4475,EQX1475,Crane,Bengaluru Airport,March,Wednesday,Cloudy,18,179,45,118,53,111,118
4476,EQX1476,Bulldozer,Lucknow Expressway,March,Tuesday,Sunny,30,348,39,80,29,85,95
4477,EQX1477,Crane,Patna Bridge,September,Monday,Rainy,5,72,26,45,29,30,37
4478,EQX1478,Roller,Lucknow Expressway,November,Sunday,Sunny,22,178,24,16,32,26,30
4479,EQX1479,Dump Truck,Hyderabad Ring Road,December,Friday,Foggy,28,286,32,117,35,110,118
4480,EQX1480,Crane,Coimbatore Plant,April,Sunday,Sunny,15,186,19,102,57,95,111
4481,EQX1481,Crane,Chennai Metro,September,Monday,Sunny,22,151,41,59,46,49,62
4482,EQX1482,Wheel Loader,Hyderabad Ring Road,May,Saturday,Hot,13,125,35,14,22,5,11
4483,EQX1483,Roller,Vizag Port,June,Thursday,Rainy,26,186,7,120,58,129,144
4484,EQX1484,Excavator,Goa Port,December,Tuesday,Cloudy,4,27,30,72,46,60,64
4485,EQX1485,Dump Truck,Bengaluru Airport,February,Sunday,Cloudy,25,317,7,36,30,45,46
4486,EQX1486,Backhoe Loader,Pune Highway,September,Friday,Sunny,26,194,39,19,33,28,38
4487,EQX1487,Wheel Loader,Chennai Metro,January,Friday,Cloudy,17,204,24,70,36,80,84
4488,EQX1488,Excavator,Goa Port,June,Wednesday,Sunny,2,23,32,7,14,5,17
4489,EQX1489,Excavator,Kochi Harbor,June,Saturday,Rainy,27,300,0,48,26,63,73
4490,EQX1490,Wheel Loader,Goa Port,June,Friday,Sunny,24,309,31,108,53,111,131
4491,EQX1491,Excavator,Pune Highway,November,Friday,Sunny,25,177,0,57,46,55,63
4492,EQX1492,Backhoe Loader,Vizag Port,July,Thursday,Rainy,21,131,16,120,29,135,156
4493,EQX1493,Roller,Goa Port,May,Tuesday,Sunny,4,50,40,77,35,89,105
4494,EQX1494,Roller,Indore Logistics,March,Sunday,Sunny,27,332,38,110,37,120,133
4495,EQX1495,Backhoe Loader,Patna Bridge,October,Tuesday,Cloudy,3,41,46,5,57,8,4
4496,EQX1496,Excavator,Hyderabad Ring Road,April,Saturday,Sunny,24,296,31,52,28,67,79
4497,EQX1497,Crane,Surat Industrial,August,Monday,Rainy,13,119,52,85,8,76,91
4498,EQX1498,Backhoe Loader,Bengaluru Airport,October,Wednesday,Cloudy,10,86,62,91,50,88,92
4499,EQX1499,Bulldozer,Kolkata Dock,July,Friday,Stormy,2,32,16,117,48,124,141
4500,EQX1000,Crane,Vizag Port,April,Saturday,Sunny,28,196,32,23,19,36,46
4501,EQX1001,Dump Truck,Pune Highway,July,Sunday,Stormy,30,223,0,119,15,125,145
